case_id;activity;start_timestamp;complete_timestamp;station;rotary_table;nest;qib;error_code;tray_row;tray_column
164768;ts3o;2023-01-05 06:53:42.859;2023-01-05 06:53:52.273;3;M;7;1;;;
164763;ts7o;2023-01-05 06:53:46.875;2023-01-05 06:53:51.932;7;S;4;1;;;
164767;ts5o;2023-01-05 06:53:48.765;2023-01-05 06:53:53.811;5;M;8;1;;;
164770;ts2o;2023-01-05 06:53:48.796;2023-01-05 06:53:55.828;2;M;5;1;;;
164766;ts6o;2023-01-05 06:53:49.312;2023-01-05 06:53:54.806;6;M;1;1;;;
164762;ts8o;2023-01-05 06:53:52.453;2023-01-05 06:53:56.601;8;M;3;1;;0;0
164771;ts1o;2023-01-05 06:53:54.796;2023-01-05 06:54:08.237;1;M;4;1;;;
164768;ts4o;2023-01-05 06:55:56.796;2023-01-05 06:58:03.654;4;M;7;1;;;
164769;ts3o;2023-01-05 06:56:11.234;2023-01-05 06:58:31.049;3;M;6;1;;;
164764;ts7o;2023-01-05 06:56:15.281;2023-01-05 06:56:20.458;7;S;4;1;;;
164772;ts1o;2023-01-05 06:56:16.250;2023-01-05 06:56:22.725;1;M;3;1;;;
164768;ts5o;2023-01-05 06:56:17.125;2023-01-05 06:56:22.151;5;M;7;1;;;
164767;ts6o;2023-01-05 06:56:17.125;2023-01-05 06:56:22.070;6;M;8;1;;;
164771;ts2o;2023-01-05 06:56:17.406;2023-01-05 06:56:24.372;2;M;4;1;;;
164769;ts4o;2023-01-05 06:56:18.296;2023-01-05 06:56:22.254;4;M;6;1;;;
164763;ts8o;2023-01-05 06:56:21.140;2023-01-05 06:56:25.443;8;M;2;1;;0;0
164770;ts3o;2023-01-05 06:56:21.812;2023-01-05 06:56:31.753;3;M;5;1;;;
164765;ts7o;2023-01-05 06:56:25.843;2023-01-05 06:56:30.919;7;S;1;1;;;
164773;ts1o;2023-01-05 06:56:26.890;2023-01-05 06:56:33.250;1;M;2;1;;;
164769;ts5o;2023-01-05 06:56:27.734;2023-01-05 06:56:32.740;5;M;6;1;;;
164772;ts2o;2023-01-05 06:56:27.796;2023-01-05 06:56:35.171;2;M;3;1;;;
164768;ts6o;2023-01-05 06:56:28.218;2023-01-05 06:56:33.632;6;M;7;1;;;
164770;ts4o;2023-01-05 06:56:28.328;2023-01-05 06:56:33.767;4;M;5;1;;;
164764;ts8o;2023-01-05 06:56:30.421;2023-01-05 06:56:34.601;8;M;1;0;;0;0
164764;terr;2023-01-05 06:56:30.839;2023-01-05 06:56:30.839;8;M;1;;802;;
164771;ts3o;2023-01-05 06:56:32.765;2023-01-05 06:56:43.694;3;M;4;1;;;
164766;ts7o;2023-01-05 06:56:36.937;2023-01-05 06:56:42.058;7;S;1;1;;;
164774;ts1o;2023-01-05 06:56:38.015;2023-01-05 06:56:44.432;1;M;1;1;;;
164770;ts5o;2023-01-05 06:56:38.828;2023-01-05 06:56:43.843;5;M;5;1;;;
164773;ts2o;2023-01-05 06:56:39.000;2023-01-05 06:56:46.018;2;M;2;1;;;
164771;ts4o;2023-01-05 06:56:39.109;2023-01-05 06:56:44.548;4;M;4;1;;;
164769;ts6o;2023-01-05 06:56:39.140;2023-01-05 06:56:44.384;6;M;6;1;;;
164765;ts8o;2023-01-05 06:56:42.593;2023-01-05 06:56:46.807;8;M;8;1;;0;0
164772;ts3o;2023-01-05 06:56:42.734;2023-01-05 06:56:51.894;3;M;3;1;;;
164769;ts7o;2023-01-05 06:56:43.734;2023-01-05 06:56:49.176;7;S;1;0;;;
164769;terr;2023-01-05 06:56:44.278;2023-01-05 06:56:44.278;7;M;3;;799;;
164775;ts1o;2023-01-05 06:56:47.703;2023-01-05 06:56:53.964;1;M;8;1;;;
164767;ts7o;2023-01-05 06:56:47.906;2023-01-05 06:56:53.071;7;S;2;1;;;
164770;ts6o;2023-01-05 06:56:48.250;2023-01-05 06:56:52.749;6;M;5;1;;;
164771;ts5o;2023-01-05 06:56:48.687;2023-01-05 06:56:53.717;5;M;4;1;;;
164774;ts2o;2023-01-05 06:56:48.890;2023-01-05 06:56:55.991;2;M;1;1;;;
164772;ts4o;2023-01-05 06:56:51.328;2023-01-05 06:57:00.238;4;M;3;1;;;
164766;ts8o;2023-01-05 06:56:52.406;2023-01-05 06:56:56.523;8;M;7;1;;0;0
164773;ts3o;2023-01-05 06:56:55.734;2023-01-05 06:57:08.691;3;M;2;1;;;
164776;ts1o;2023-01-05 06:57:00.656;2023-01-05 06:57:06.884;1;M;7;1;;;
164771;ts6o;2023-01-05 06:57:01.203;2023-01-05 06:57:05.741;6;M;4;1;;;
164772;ts5o;2023-01-05 06:57:01.593;2023-01-05 06:57:06.617;5;M;3;1;;;
164775;ts2o;2023-01-05 06:57:01.703;2023-01-05 06:57:08.902;2;M;8;1;;;
164774;ts3o;2023-01-05 06:57:01.906;2023-01-05 06:57:07.451;3;M;1;1;;;
164773;ts4o;2023-01-05 06:57:04.390;2023-01-05 06:57:12.722;4;M;2;1;;;
164767;ts8o;2023-01-05 06:57:04.859;2023-01-05 06:57:09.022;8;M;6;1;;1;1
164768;ts7o;2023-01-05 06:57:08.140;2023-01-05 06:57:13.179;7;S;3;1;;;
164777;ts1o;2023-01-05 06:57:09.078;2023-01-05 06:57:15.327;1;M;6;1;;;
164773;ts5o;2023-01-05 06:57:10.015;2023-01-05 06:57:15.088;5;M;2;1;;;
164772;ts6o;2023-01-05 06:57:10.171;2023-01-05 06:57:15.288;6;M;3;1;;;
164775;ts3o;2023-01-05 06:57:10.359;2023-01-05 06:57:15.978;3;M;8;1;;;
164776;ts2o;2023-01-05 06:57:10.468;2023-01-05 06:57:17.490;2;M;7;1;;;
164774;ts4o;2023-01-05 06:57:11.125;2023-01-05 06:57:21.877;4;M;1;1;;;
164778;ts1o;2023-01-05 06:57:15.812;2023-01-05 06:57:22.173;1;M;5;1;;;
164774;ts5o;2023-01-05 06:57:16.781;2023-01-05 06:57:21.825;5;M;1;1;;;
164776;ts3o;2023-01-05 06:57:17.140;2023-01-05 06:57:22.766;3;M;7;1;;;
164773;ts6o;2023-01-05 06:57:17.250;2023-01-05 06:57:22.668;6;M;2;1;;;
164777;ts2o;2023-01-05 06:57:17.609;2023-01-05 06:57:24.692;2;M;6;1;;;
164775;ts4o;2023-01-05 06:57:17.921;2023-01-05 06:57:21.717;4;M;8;1;;;
164768;ts8o;2023-01-05 06:57:20.031;2023-01-05 06:57:24.366;8;M;4;1;;2;1
164779;ts1o;2023-01-05 06:57:22.703;2023-01-05 06:57:29.373;1;M;4;1;;;
164774;ts6o;2023-01-05 06:57:23.375;2023-01-05 06:57:28.156;6;M;1;1;;;
164775;ts5o;2023-01-05 06:57:23.531;2023-01-05 06:57:28.561;5;M;8;1;;;
164777;ts3o;2023-01-05 06:57:23.875;2023-01-05 06:57:29.467;3;M;6;1;;;
164769;ts8o;2023-01-05 06:57:24.687;2023-01-05 06:57:26.724;8;M;3;0;;5;12
164776;ts4o;2023-01-05 06:57:25.281;2023-01-05 06:57:34.994;4;M;7;1;;;
164778;ts2o;2023-01-05 06:57:25.703;2023-01-05 06:57:33.922;2;M;5;1;;;
164770;ts7o;2023-01-05 06:57:29.453;2023-01-05 06:57:34.481;7;S;3;1;;;
164780;ts1o;2023-01-05 06:57:30.421;2023-01-05 06:57:36.531;1;M;3;1;;;
164775;ts6o;2023-01-05 06:57:31.109;2023-01-05 06:57:35.808;6;M;8;1;;;
164776;ts5o;2023-01-05 06:57:31.343;2023-01-05 06:57:36.380;5;M;7;1;;;
164778;ts3o;2023-01-05 06:57:31.843;2023-01-05 06:57:37.621;3;M;5;1;;;
164779;ts2o;2023-01-05 06:57:32.843;2023-01-05 06:57:39.978;2;M;4;1;;;
164777;ts4o;2023-01-05 06:57:33.125;2023-01-05 06:57:37.526;4;M;6;1;;;
164771;ts7o;2023-01-05 06:57:36.843;2023-01-05 06:57:42.774;7;S;1;1;;;
164781;ts1o;2023-01-05 06:57:37.718;2023-01-05 06:57:43.797;1;M;2;1;;;
164777;ts5o;2023-01-05 06:57:38.734;2023-01-05 06:57:43.779;5;M;6;1;;;
